,TS,9999,1111,5555
2013-06-30,06/30/2013,293.47299348317597,1.0520581637080677,1.1903091758907842
2013-07-01,07/01/2013,248.07003483242823,1.0005614557957005,1.1560388230609402
2013-07-02,07/02/2013,220.24546561802634,0.9597261007838735,1.1197012786415477
2013-07-03,07/03/2013,192.84652253278855,0.9056880330639021,1.0705020239099559
2013-07-04,07/04/2013,169.16616991411473,0.8426684277498214,1.020321558344245
2013-07-05,07/05/2013,147.10371404264248,0.8154287957141562,0.9963925247745574
2013-07-06,07/06/2013,133.36808621330667,0.7957051674919772,0.9671257433798501
2013-07-07,07/07/2013,120.0212395251333,0.787089385539453,0.9407651482418835
2013-07-08,07/08/2013,112.95543097519182,0.7661376531675874,0.9104617084074389
2013-07-09,07/09/2013,96.75795368490802,0.745060631933971,0.8857823783340958
2013-07-10,07/10/2013,92.770492463209,0.7184415991486003,0.8571915123869638
2013-07-11,07/11/2013,94.80162314034017,0.6919538755255512,0.8354857660776469
2013-07-12,07/12/2013,78.30938458802386,0.6686036457969293,0.8103216277707905
2013-07-13,07/13/2013,76.21693797158125,0.6432852716611295,0.7835366754859545
2013-07-14,07/14/2013,76.58349754584253,0.6354464952171122,0.7653843350052416
2013-07-15,07/15/2013,68.62959829495993,0.6210331087124861,0.7453852192267644
2013-07-16,07/16/2013,66.78135534998115,0.6101990923541609,0.7301736384428488
2013-07-17,07/17/2013,62.41721365359648,0.5867254600344406,0.7058825309897064
2013-07-18,07/18/2013,58.888795788427174,0.5626584066774112,0.6830146554569583
2013-07-19,07/19/2013,57.76095538965815,0.5414603870048684,0.6608125409103454
2013-07-20,07/20/2013,51.680169044247734,0.5234384685708728,0.6424121622249114
2013-07-21,07/21/2013,54.747916725825256,0.5128600505465031,0.6254102373338503
2013-07-22,07/22/2013,52.193579132644274,0.5109576546602069,0.6152867136435822
2013-07-23,07/23/2013,48.158886220410295,0.5041536937046083,0.6030335513120693
2013-07-24,07/24/2013,53.002380263455365,0.49080669521600634,0.5887675257537809
2013-07-25,07/25/2013,48.84296430471542,0.46010604094869145,0.5605782261108528
2013-07-26,07/26/2013,41.51858900297454,0.45139803696765957,0.5482643741961782
2013-07-27,07/27/2013,39.65951081468285,0.43414519975163673,0.5320421030709928
2013-07-28,07/28/2013,44.067804950849776,0.4173106895231287,0.517700198361734
2013-07-29,07/29/2013,36.085132324040046,0.41850480442498295,0.5101291113262109
2013-07-30,07/30/2013,40.88714132862833,0.4126475145679701,0.49913799547486
2013-07-31,07/31/2013,49.279049118309835,0.40098564023082073,0.4866092793640935
2013-08-01,08/01/2013,36.80523046514777,0.39652555143850676,0.47740306040998315
2013-08-02,08/02/2013,41.82974563569848,0.3806429921078195,0.46278580897798793
2013-08-03,08/03/2013,38.514559079128794,0.36846756465029323,0.4491865123069235
2013-08-04,08/04/2013,43.15864750156854,0.36297221623378334,0.43885069433631646
2013-08-05,08/05/2013,33.93905117241711,0.35575883236716815,0.42918826397649906
2013-08-06,08/06/2013,40.842247479389954,0.347880159170458,0.4189361203024072
2013-08-07,08/07/2013,30.993304473063343,0.3416042298408403,0.41046818554442904
2013-08-08,08/08/2013,36.20162860405393,0.3332092544325695,0.40056349589141843
2013-08-09,08/09/2013,37.33710561965094,0.32378742212791956,0.3908393606165862
2013-08-10,08/10/2013,37.78402391953734,0.31543592089765704,0.3804731168268499
2013-08-11,08/11/2013,30.259817812368297,0.30368131146706573,0.368459512176215
2013-08-12,08/12/2013,31.987524116930437,0.2915768189737759,0.35827760595802854
2013-08-13,08/13/2013,36.21901149986152,0.2789792986317473,0.3485218520332289
2013-08-14,08/14/2013,33.31706380531529,0.27807689864027024,0.3412770619968046
2013-08-15,08/15/2013,32.838099032092195,0.27580617579837463,0.3330525385880201
2013-08-16,08/16/2013,30.713685561070633,0.267023012364625,0.32370976909569354
2013-08-17,08/17/2013,35.673661258119175,0.2599391059589926,0.31516319169581397
2013-08-18,08/18/2013,28.405993818739027,0.24425153852241388,0.3036042016413835
2013-08-19,08/19/2013,22.725294025453447,0.23890019222501263,0.2943764878071129
2013-08-20,08/20/2013,25.684903095873963,0.23636212986174143,0.2885249585306536
2013-08-21,08/21/2013,18.634320487264937,0.2329941880077753,0.2827611512786158
2013-08-22,08/22/2013,22.80542548396061,0.23183006806216297,0.2792569407738005
2013-08-23,08/23/2013,26.565747649675917,0.21843437682206338,0.2693181401083526
2013-08-24,08/24/2013,22.635136164527037,0.21842407122019059,0.264286329379535
2013-08-25,08/25/2013,21.474536804516305,0.22566507198335214,0.26462225151382346
2013-08-26,08/26/2013,21.770884467030704,0.20844888633995834,0.2507751757407838
2013-08-27,08/27/2013,23.401408086404178,0.20394501682378108,0.24403545919345987
2013-08-28,08/28/2013,21.871039128687656,0.19981266124195146,0.23822104233375424
2013-08-29,08/29/2013,18.28616400265089,0.1953705213081087,0.2320845381110463
2013-08-30,08/30/2013,13.30626746596327,0.1884690655994779,0.224789425985466
2013-08-31,08/31/2013,19.480189647712777,0.18272682193879608,0.21889919018484788
2013-09-01,09/01/2013,17.814591684719446,0.18057361142650846,0.21420290645266965
2013-09-02,09/02/2013,10.685080635031621,0.17729723770359002,0.20927695958096645
2013-09-03,09/03/2013,17.811852403444906,0.17241865636245576,0.20372766332216793
2013-09-04,09/04/2013,15.137748446922098,0.16662482574546153,0.19834649236609966
2013-09-05,09/05/2013,16.55250398477562,0.16037392959251962,0.1936516404649784
2013-09-06,09/06/2013,9.388464878208268,0.1466914338527876,0.18617728873325615
2013-09-07,09/07/2013,16.65929920720101,0.14428840725429753,0.18090213139215283
2013-09-08,09/08/2013,11.201433117949485,0.14570112492225382,0.17704038272398345
2013-09-09,09/09/2013,8.468769698199923,0.1435121695368804,0.1726588770538429
2013-09-10,09/10/2013,10.812495313946092,0.14005903204480857,0.1684039663207144
2013-09-11,09/11/2013,10.951523191764373,0.1383783110602565,0.16558561677750291
2013-09-12,09/12/2013,13.462138395464324,0.13474451152226719,0.16159740570299322
2013-09-13,09/13/2013,9.097070025014052,0.12806534417684085,0.15767191923221266
2013-09-14,09/14/2013,4.513896627289228,0.1251157244363456,0.15443195057432624
2013-09-15,09/15/2013,10.918096293008263,0.12517431486666614,0.15161136046666684
2013-09-16,09/16/2013,10.479565367578127,0.12139281923333244,0.14743492273333353
2013-09-17,09/17/2013,4.683984578162006,0.1144970763999995,0.1437338547333335
2013-09-18,09/18/2013,9.1390505844626,0.10625144833333282,0.13897917203333351
2013-09-19,09/19/2013,11.270878863404423,0.10350823989999948,0.13528673150000017
2013-09-20,09/20/2013,11.057616011172914,0.16976112233333282,0.31958612890000015
2013-09-21,09/21/2013,754.164610472264,4.705048825786666,15.135992119833332
2013-09-22,09/22/2013,344.79475201569676,0.6036243479466661,2.0084483271
2013-09-23,09/23/2013,166.31643898195577,0.4740702040466662,1.6054766097666668
2013-09-24,09/24/2013,128.53201272821286,0.3915378122466661,1.3331927648000004
2013-09-25,09/25/2013,107.56766548421987,0.33578614974666615,1.1286569198666667
2013-09-26,09/26/2013,86.30458954908829,0.26456008884999954,0.9325443951333335
2013-09-27,09/27/2013,57.41069211927759,0.24772936978333282,0.8001250040666669
2013-09-28,09/28/2013,55.91875611124588,0.23362087578999946,0.6891312672000002
2013-09-29,09/29/2013,2249.8730751119797,3.7888202950466656,5.9224638908000005
